# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 60K of event 'cycles'
# Event count (approx.): 722242491911
#
# Children      Self       Samples  Command          Shared Object     Symbol                                   
# ........  ........  ............  ...............  ................  .........................................
#
     0.00%     0.00%             0  fio              [unknown]         [k] 0x00000000166b0db7
     0.00%     0.00%             0  fio              [unknown]         [.] 0x00000000361fa94a
     0.00%     0.00%             0  fio              [unknown]         [.] 0x00000000007a07f0
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000018cd97fa
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000037031fc4
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000000f13bdc
     0.00%     0.00%             0  fio              [unknown]         [.] 0x00000000094ddad4
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000009b83518
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000001982b242
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000034544407
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000002784aa89
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000009b7d639
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000000c16a01f
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000001937fe60
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000010471437
     0.00%     0.00%             0  fio              [unknown]         [.] 0x00000000284b7d8b
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000007a0445b
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000000fb0e4b2
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000001b4d067c
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000007ce6e15
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000000ec8f5ca
     0.00%     0.00%             0  fio              [unknown]         [.] 0x00000000053b3f02
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000003370ae80
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000001dc1170
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000001425fec4
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000017e1708f
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000001a1fd995
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000001173b0b9
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000001285b7df
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000000f165ddf
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000000243b9af
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000015a3b71b
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000021dc12ab
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000001b2f67bc
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000020aabb9a
     0.00%     0.00%             0  fio              [unknown]         [k] 0x00000000208a18ea
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000002e5e58f3
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000008d3c215
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000025e82deb
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000000c5132d
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000013bd9474
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000027d18512
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000000d4af92c
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000034ef30ef
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000023ec9055
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000003306665b
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000036209e23
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000039b470d7
     0.00%     0.00%             0  fio              [unknown]         [k] 0x00000000214277f4
     0.00%     0.00%             0  fio              [unknown]         [k] 0x00000000369a05ae
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000001210a95b
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000003305a5b8
     0.00%     0.00%             0  fio              [unknown]         [.] 0x00000000024498de
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000034396f2f
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000015a4b3f7
     0.00%     0.00%             0  fio              [unknown]         [k] 0x00000000140876ce
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000001a6b6b93
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000030c2f992
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000003b7c8982
     0.00%     0.00%             0  fio              [unknown]         [.] 0x00000000142569d6
     0.00%     0.00%             0  fio              [unknown]         [k] 0x00000000079d3652
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000001126c6f2
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000001ff39bb9
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000001a695b72
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000000d496629
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000017041f91
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000028b12b1f
     0.00%     0.00%             0  fio              [unknown]         [.] 0x00000000140271ed
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000002be1668c
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000002acc54af
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000001ee213b0
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000000d93ae37
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000000f60d4c5
     0.00%     0.00%             0  fio              [unknown]         [.] 0x00000000243c04f1
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000006711055
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000000e105690
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000002e14e963
     0.00%     0.00%             0  fio              [unknown]         [k] 0x00000000271a82f8
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000027d28c5e
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000001ec34c1e
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000020a84221
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000002b645829
     0.00%     0.00%             0  fio              [unknown]         [.] 0x00000000043c99de
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000001cc9e647
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000038b0df45
     0.00%     0.00%             1  fio              [kernel.vmlinux]  [k] __hrtimer_init
     0.00%     0.00%             0  fio              [kernel.vmlinux]  [k] __x64_sys_timerfd_settime
     0.00%     0.00%             0  fio              [kernel.vmlinux]  [k] do_timerfd_settime
     0.00%     0.00%             0  fio              [kernel.vmlinux]  [k] hrtimer_init
     0.00%     0.00%             0  fio              libc.so.6         [.] timerfd_settime
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000001cca9463
     0.00%     0.00%             0  fio              [unknown]         [.] 0x00000000269c8ca3
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000002bfecf9d
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000000dc5112c
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000001c7cba86
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000026a0ba91
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000033026977
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000000624d29e
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000003027f4ac
     0.00%     0.00%             0  fio              [unknown]         [k] 0x000000000a039e85
     0.00%     0.00%             0  fio              [unknown]         [.] 0x0000000015d2ab41
     0.00%     0.00%             0  fio              [unknown]         [k] 0x0000000010913ade
     0.00%     0.00%             0  fio              [unknown]         [.] 0x000000000e109367
