# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 60K of event 'cycles'
# Event count (approx.): 721080396983
#
# Children      Self       Samples  Command  Shared Object     Symbol                                      
# ........  ........  ............  .......  ................  ............................................
#
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000303d86ad
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001865d029
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000263c644b
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000002989954e
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000175d5ec8
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002774f4da
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003088657c
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000031b86915
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000113c8877
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000a61f5d7
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001008e7e6
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000236a0f9a
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001de8cbd4
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002e4c5660
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000354e89d2
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000037ae7ddf
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000030f8a4fa
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000367f65b1
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000001def50
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000683b65d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000743d647
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000016bd1d94
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002be71c2f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000236768d0
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002e982e9e
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002bebd1f3
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001e594a4e
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000017f24b49
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000874edf9
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001cb76aa9
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000036f166c3
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000033d16cc
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000390a93a0
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000059fa28e
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000033608a60
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000059dc5a0
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001e55e9ce
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000026ffbaf8
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001cb61593
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000236684b6
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000ad570ff
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001a0bd4c3
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003891cdd7
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000118b7616
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002bc3f88e
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001381825a
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000031b9f18b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000000da8074
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000ad67661
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000165028d2
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000037aea414
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000012ba53f7
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000024c69a94
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000009326e8c
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001f867126
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001f1c536b
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001fd6b43d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000250e9bc7
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000291667c8
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000019e1a83c
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000012b9e3f7
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000354953e0
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002e2690e1
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000341ad6ed
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000249d0a8e
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000012b59f56
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000027747ed2
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000037af81ed
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000df71e38
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002c35421f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001fffa229
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000f9b1747
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003491660d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000073e04ce
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000931d651
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000249d122c
     0.00%     0.00%             1  fio      fio               [.] mtime_since_now
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000a645dc4
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000028a2885e
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000009a49634
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000017d3a4ce
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001f8d49a0
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000236b91ab
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001b240be4
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000f2853f6
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002024c4ae
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000007433057
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000132e2054
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000027e4468
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000009a6e7aa
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000011897898
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000113f2014
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000341940fe
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003a829962
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000008019cf1
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000036ec84fa
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001189563c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000029606709
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000036f15542
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003b43e88e
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001f8b442f
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000295d721b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000019e37f6b
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002e2744fa
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000c779e65
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000036efdf9c
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000f9a2790
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002e99a4d8
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000b8ff6b7
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001f5b73a2
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000018d6cfe7
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000367f5621
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000055f04d5d42c0
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000009319119
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000011fc0c07
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000036f2fa6c
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000118ad7dc
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000ad89e83
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000003af86abe
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000249dc20d
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000000dab8c89
     0.00%     0.00%             0  fio      [unknown]         [k] 0x000000001a58553e
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000f9b4343
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000025cc9eba
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002f7db942
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002ddb3392
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000348dfdaa
     0.00%     0.00%             0  fio      [unknown]         [k] 0x00000000086f1ca9
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002b080826
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000017ef7fa4
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000004e0cd04
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000012b9d506
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001b83483f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000002e98e04d
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000000742f113
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000009c9a212
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000132f5282
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000023dff3ad
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001fd873da
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000036f4217f
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000007b2e9c9
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000210905ea
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000014ea347
     0.00%     0.00%             0  fio      [unknown]         [.] 0x00000000061360a4
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000029d73315
     0.00%     0.00%             0  fio      [unknown]         [.] 0x0000000012bb7e8a
     0.00%     0.00%             0  fio      [unknown]         [.] 0x000000001fb1e18e
     0.00%     0.00%             0  fio      [unknown]         [k] 0x0000000038245a98
